head_n,glyph,espanol,zan_k,zan_name,zanci,ceci,fuente,cotejo_fuente,cotejo_nota
60,積,Acumulación,9,上九,小人積非至於苗裔,小人積非禍所骫也,wikisource_provisional,,
61,餙,Ornamento,1,初一,言不言不以言,言不言黙而信也,kanripo,,
61,餙,Ornamento,2,次二,無質餙先文後失服,無質先文失貞也,kanripo,,
61,餙,Ornamento,3,次三,吐黃酋舌拑黃聿利見哲人,舌聿之利利見知人也,kanripo,,
61,餙,Ornamento,4,次四,利口哇哇商人之貞,哇哇之貞利于商也,kanripo,,
61,餙,Ornamento,5,次五,下言如水實以天牝,下言之水能自沖也,kanripo,,
61,餙,Ornamento,6,次六,言無追如抑亦飛如大人震風,言無追如抑亦揚也,kanripo,,
61,餙,Ornamento,7,次七,不丁言時微于辭見上疑,不丁言時何可章也,kanripo,,
61,餙,Ornamento,8,次八,蛁鳴喁喁血出其口,蛁鳴喁喁口自傷也,kanripo,,
61,餙,Ornamento,9,上九,白舌于于屈于根君子否信,疑自反反清靜也,kanripo,,
62,疑,Duda,1,初一,疑恛恛失貞矢,不正之疑何可定也,wikisource_provisional,,
62,疑,Duda,2,次二,疑自反孚不遠,疑自反反清靜也,wikisource_provisional,,
62,疑,Duda,3,次三,疑彊昭受兹閔閔于其心祖,疑彊昭中心冥也,kanripo,,
62,疑,Duda,4,次四,疑考舊遇貞孚,疑考舊先問也,kanripo,,
62,疑,Duda,5,次五,黃疑金中,黃疑中邪奪正也,kanripo,,
62,疑,Duda,6,次六,誓貞可聽疑則有誠,誓貞可聽明王命也,kanripo,,
62,疑,Duda,7,次七,鬼魂疑貞厲嚘嗚戈木之烏射穴之狐反自耳厲,鬼魂之疑誠不可信也,kanripo,,
62,疑,Duda,8,次八,顚疑遇幹,内其明自窺深也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
62,疑,Duda,9,上九,疑無信控弧擬麋無,疑無信終無所名也,wikisource_provisional,,
63,視,Vigilia,1,初一,内其明不用其光,内其明自窺深也,kanripo,,
63,視,Vigilia,2,次二,君子視内小人視外,小人視外不能見心也,kanripo,,
63,視,Vigilia,3,次三,視其德可以幹王之國,視德之幹乃能有全也,kanripo,,
63,視,Vigilia,4,次四,粉其題䪻雨其渥須視無姝,粉題雨須不可忍瞻也,kanripo,,
63,視,Vigilia,5,次五,鸞鳳紛如厥德暉如,鸞鳳紛如德光皓也,kanripo,,
63,視,Vigilia,6,次六,素車翠蓋維視之害貞,素車翠蓋徒好外也,kanripo,,
63,視,Vigilia,7,次七,視其瑕無穢,視其瑕能自矯也,kanripo,,
63,視,Vigilia,8,次八,翡翠于飛離其翼狐鼦之毛躬之賊,翡翠狐鼦好作咎也,kanripo,,
63,視,Vigilia,9,上九,日没其光賁于東方用視厥始二沈視自見賢於眇之眄,沈視之見得正美也,kanripo,,
64,沈,Hundimiento,1,初一,沈耳于閨不聞貞,沈耳於閨失德體也,wikisource_provisional,,
64,沈,Hundimiento,2,次二,沈視白自見賢於眇之眄,沈視之見得正美也,wikisource_provisional,,
64,沈,Hundimiento,3,次三,沈于美失貞矢,沈于　作聾盲也,kanripo,,
64,沈,Hundimiento,4,次四,宛雛沈視食苦貞,宛雛沈視擇食方也,kanripo,,
64,沈,Hundimiento,5,次五,雕鷹髙翔沈其腹好𡢘惡粥○,雕鷹髙翔在腐糧也,kanripo,ctext_太玄經,"□ = 𡢘 (carácter raro), verificado en ctext"
64,沈,Hundimiento,6,次六,見票如累明利以正于王,見票如累其道明也,kanripo,,
64,沈,Hundimiento,7,次七,離如婁如赤肉鴟梟厲,離婁赤肉食不臧也,kanripo,,
64,沈,Hundimiento,8,次八,盼得藥利征,謹于媐㐜始女貞也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
64,沈,Hundimiento,9,上九,血如剛沈於顙前屍後喪,血剛沈顙終以貪敗也,wikisource_provisional,,
65,內,Lo Interior,1,初一,謹于媐㐜初貞後寧,謹于媐㐜始女貞也,kanripo,,
65,內,Lo Interior,2,次二,邪其内主迂彼黃牀,邪其内主逺乃寧也,kanripo,,
65,內,Lo Interior,3,次三,爾儀而悲坎我西階,爾儀而悲代母情也,kanripo,,
65,內,Lo Interior,4,次四,好小好危喪其藴袍厲,好小好危不足榮也,kanripo,,
65,內,Lo Interior,5,次五,龍下于泥君子利用取媐遇庸夷,龍下于泥陽下隂也,kanripo,,
65,內,Lo Interior,6,次六,黃昬于飛内其羽雖欲滿宫不見其女,黃昬内羽不能自禁也,kanripo,,
65,內,Lo Interior,7,次七,枯垣生莠皬頭内其雉婦有,枯垣生莠勿慶類也,kanripo,,
65,內,Lo Interior,8,次八,内不克婦荒家及國渉深不可測,内不克測曰去此靈淵不以謙將也,kanripo,,
65,内,Lo Interior,9,上九,雨降於地不得止不得過,雨降於地澤節也,wikisource_provisional,,
66,去,Partida,1,初一,去此靈淵舍彼枯園,去此靈淵不以謙將也,wikisource_provisional,,
66,去,Partida,2,次二,去彼枯園舎下靈淵,舎下靈淵謙道光也,kanripo,,
66,去,Partida,3,次三,髙其歩之堂有露,髙歩有露妄升也,kanripo,,
66,去,Partida,4,次四,去于父子去于臣主,去于父子非所望也,kanripo,,
66,去,Partida,5,次五,攓其衣之庭有麋,攓衣有麋亦可懼也,kanripo,,
66,去,Partida,6,次六,躬去于成天遺厥名,躬去于成讓不居也,kanripo,,
66,去,Partida,7,次七,去其德貞三死不令,去其德貞終死醜也降于隂物咸喪明,kanripo,,
66,去,Partida,8,次八,月高弦火幾縣不可以動動有愆,月弦火縣恐見咎也,wikisource_provisional,,
66,去,Partida,9,上九,求我不得自我西北,求我不得安可久也,wikisource_provisional,,
67,晦,Oscurecimiento,1,初一,同冥獨見幽貞,同冥獨見中獨昭也,kanripo,,
67,晦,Oscurecimiento,2,次二,盲征否,盲征否明不見道也,kanripo,,
67,晦,Oscurecimiento,3,次三,隂行陽從利作不凶,隂行陽從事必外也,kanripo,,
67,晦,Oscurecimiento,4,次四,晦其類失金匱,晦其類法度廢也,kanripo,,
67,晦,Oscurecimiento,5,次五,日正中月正隆君子自晦不入窮,日中月隆明恐挫也,kanripo,,
67,晦,Oscurecimiento,6,次六,玄鳥維愁明降于幽,玄鳥維愁將下昧也,kanripo,,
67,晦,Oscurecimiento,7,次七,䏴提明德或遵之行,䏴提明德將遵行也,kanripo,,
67,晦,Oscurecimiento,8,次八,視非其直夷其右目滅國喪家,視非夷目國以喪也,kanripo,,
67,晦,Oscurecimiento,9,上九,晦冥冥利于不明之貞,晦冥之利不得獨明也太玄經卷第五,kanripo,,
68,瞢,Atenuación,1,初一,瞢腹睒天不覩其畛,瞢腹睒天無能見也,wikisource_provisional,,
68,瞢,Atenuación,2,次二,明復睒天覩其根,明復睒天中獨爛也,kanripo,,
68,瞢,Atenuación,3,次三,師或導射豚其埻,師或導射無以辨也,kanripo,,
68,瞢,Atenuación,4,次四,鑒貞不迷于人攸資,鑒貞不迷誠可信也,kanripo,,
68,瞢,Atenuación,5,次五,倍明仮光觸蒙昬,倍明仮光人可頻也,kanripo,,
68,瞢,Atenuación,6,次六,瞢瞢之離不冝熒且𡛖○,瞢瞢之離中薆薆也,kanripo,ctext_太玄經,"□ = 𡛖 (carácter raro), verificado en ctext"
68,瞢,Atenuación,7,次七,瞢好明其所惡,瞢好之惡著不可昧也亡其所萬物窮遽,kanripo,,
68,瞢,Atenuación,8,次八,昏辰利於月小貞未有及星,昏辰利月尚可願也,wikisource_provisional,,
68,瞢,Atenuación,9,上九,時𨲠𨲠不獲其嘉男子折笄婦人易哿,不獲其嘉男死婦歎也,wikisource_provisional,,
69,窮,Agotamiento,1,初一,窮其窮而民好中,窮其窮情在中也,kanripo,,
69,窮,Agotamiento,2,次二,窮不窮而民不中,窮不窮詐可隆也,kanripo,,
69,窮,Agotamiento,3,次三,窮思達,窮思達師在心也,kanripo,,
69,窮,Agotamiento,4,次四,土不和木科橢,土不和病乎民也,kanripo,,
69,窮,Agotamiento,5,次五,羮無糝其腹坎坎不失其範,羮無糝猶不失其正也,kanripo,,
69,窮,Agotamiento,6,次六,山無角水無鱗困犯身,山無角困百姓也,kanripo,,
69,窮,Agotamiento,7,次七,正其足蹛于狴獄三歳見録,正其足險得平也,kanripo,,
69,窮,Agotamiento,8,次八,渉于霜雪纍項于䣛,纍項于䣛亦不足生也,kanripo,,
69,窮,Agotamiento,9,上九,破璧毀圭曰竈生　天禍以他,破璧毁圭逢不幸也割隂氣割物陽形縣殺七日幾絶,kanripo,,
70,割,Ruptura,1,初一,割其耳目及其心腹厲,割其耳目中無外也,kanripo,,
70,割,Ruptura,2,次二,割其肬贅利以無穢,割其肬贅惡不得大也,kanripo,,
70,割,Ruptura,3,次三,割鼻食口喪其息主,割鼻喪主損無榮也,kanripo,,
70,割,Ruptura,4,次四,宰割平平,宰割平平能有成也,kanripo,,
70,割,Ruptura,5,次五,割其股肱喪其服馬,割其股肱亡大臣也,kanripo,,
70,割,Ruptura,6,次六,割之無創飽于四方,割之無創道可分也,kanripo,,
70,割,Ruptura,7,次七,紫蜺矞雲朋圍日其疾不割,止于止智足明也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
70,割,Ruptura,8,次八,割其蠹得我心疾,割其蠹國所便也,wikisource_provisional,,
70,割,Ruptura,9,上九,割肉取骨滅頂於血,割肉滅血不能自全也,wikisource_provisional,,
71,止,Detención,1,初一,止于止内明無咎,止于止智足明也,kanripo,,
71,止,Detención,2,次二,車軔俟馬酋止,車軔馬止不可以行也,kanripo,,
71,止,Detención,3,次三,關其門戸用止狂蠱,關其門戸禦不當也,kanripo,,
71,止,Detención,4,次四,止于童木求其䟽穀,止于童木求其窮也,kanripo,,
71,止,Detención,5,次五,柱奠廬蓋蓋車穀均䟽,柱及蓋榖貴中也,kanripo,,
71,止,Detención,6,次六,方輪廣軸坎軻其輿,方輪坎軻還自震也,kanripo,,
71,止,Detención,7,次七,車纍其俿馬獵其蹄止貞,車纍馬獵行可鄰也,kanripo,,
71,止,Detención,8,次八,弓善反弓惡反善馬恨惡馬恨絶弸破車終不偃,弓反馬恨終不可以也,kanripo,,
71,止,Detención,9,上九,折于株木輆于砭石止,堅白玉形變可爲也,kanripo,,
72,堅,Dureza,1,初一,磐石固內不化貞,磐石固內不可化也,wikisource_provisional,,
72,堅,Dureza,2,次二,堅白玉形內化貞,堅白玉形可爲也,wikisource_provisional,,
72,堅,Dureza,3,次三,堅不凌或泄其中,堅不凌不能持齊也,kanripo,,
72,堅,Dureza,4,次四,小螽營營螮其蛡蛡不介在堅螮,小螽營營固其氐也,kanripo,,
72,堅,Dureza,5,次五,蛡大螮小虚,蛡大螮小國虚空也,kanripo,,
72,堅,Dureza,6,次六,韯螮紗紗縣于九州,韯螮之縣民以康也,kanripo,,
72,堅,Dureza,7,次七,堅顚觸冡,堅顚觸冡不知所行也,kanripo,,
72,堅,Dureza,8,次八,怙堅禍惟用解𧋈之貞○,怙堅禍用直方也○,kanripo,ctext_太玄經,□= 怙 y 𧋈 (raro); 測 corregido desde ctext (estaba contaminado)
72,堅,Dureza,9,上九,螽焚其翊喪於屍,螽焚其翊所憑喪也,wikisource_provisional,,
73,成,Consumación,1,初一,成若否其用不已冥,成若否所以不敗也,wikisource_provisional,,
73,成,Consumación,2,次二,成微改改未成而殆,成微改改不能自遂也,kanripo,,
73,成,Consumación,3,次三,成躍以縮成飛不逐,或躍以縮成德壯也,kanripo,,
73,成,Consumación,4,次四,將成矜敗,將成之矜成道病也,kanripo,,
73,成,Consumación,5,次五,中成獨督大,中成獨督能處中也,kanripo,,
73,成,Consumación,6,次六,成魁瑣以成獲禍,成之魁瑣不以讓也,kanripo,,
73,成,Consumación,7,次七,成闕補,成闕之補固難承也,kanripo,,
73,成,Consumación,8,次八,時成不一圜方杌棿其内窾換,圜方杌棿内相失也,kanripo,,
73,成,Consumación,9,上九,誠窮入於敗毀誠君子不誠,成窮以毀君子以終也,wikisource_provisional,,
74,䦯,Cierre,1,初一,圜方杌棿其內窾換,圜方杌棿內相失也,wikisource_provisional,,
74,䦯,Cierre,2,次二,䦯無間,無間之䦯一其二也,kanripo,,
74,䦯,Cierre,3,次三,龍襲非其穴光亡于室,龍襲非穴失其常也,kanripo,,
74,䦯,Cierre,4,次四,臭肥滅鼻利美貞,滅鼻之貞没所勞也,kanripo,,
74,䦯,Cierre,5,次五,齧骨折齒滿缶,齧骨折齒大貪利也,kanripo,,
74,䦯,Cierre,6,次六,飮汗吭吭得其膏滑,飮汗吭吭道足嗜也,kanripo,,
74,䦯,Cierre,7,次七,䦯其差前合後離,䦯不能得物陷不測,kanripo,,
74,䦯,Cierre,8,次八,輔其折廅其缺其人暉且偈,輔折廅缺猶可善也,wikisource_provisional,,
74,䦯,Cierre,9,上九,陰陽啓𠯒其變赤白,陰陽啟𠯒極則反也,wikisource_provisional,,
75,失,Fracaso,1,初一,刺虚滅刃,刺虚滅刃深自幾也,kanripo,,
75,失,Fracaso,2,次二,藐德靈徴失,藐德之失不知畏徴也,kanripo,,
75,失,Fracaso,3,次三,卒而從而䘏而竦而于其心祖,卒而從而能自改也,kanripo,,
75,失,Fracaso,4,次四,信過不食至于側匿,信過不食失正禄也,kanripo,,
75,失,Fracaso,5,次五,黃兒以中蕃君子以之洗于愆,黃兒以中過以洗也,kanripo,,
75,失,Fracaso,6,次六,滿其倉蕪其田食其實不養其根,滿倉蕪田不能脩夲也,kanripo,,
75,失,Fracaso,7,次七,疾則藥巫則酌,疾藥巫酌禍可轉也,kanripo,,
75,失,Fracaso,8,次八,雌鳴干辰牝角魚木,雌鳴于辰厥正反也,kanripo,,
75,失,Fracaso,9,上九,日月,骨纍其肉賊内行也,kanripo,,
76,劇,Agravamiento,1,初一,骨累其肉內幽,骨累其肉賊內行也,wikisource_provisional,,
76,劇,Agravamiento,2,次二,血出之蝕凶貞,血出之蝕君子傷之也,kanripo,,
76,劇,Agravamiento,3,次三,酒作失德鬼睒其室,酒作失德不能持也,kanripo,,
76,劇,Agravamiento,4,次四,食于劇父母采餕若,食劇以若爲順禄也,kanripo,,
76,劇,Agravamiento,5,次五,出野見虚有虎牧豬　絝與襦,出野見虚無所措足也,kanripo,,
76,劇,Agravamiento,6,次六,四國滿斯宅,四國滿斯求安宅也,kanripo,,
76,劇,Agravamiento,7,次七,麃而半而戴禍顔而,麃而半而戴禍較也次,kanripo,,
76,劇,Agravamiento,8,次八,缾累於繘貞顇,累於缾厥職迫也,wikisource_provisional,,
76,劇,Agravamiento,9,上九,海水群飛弊于天杭,海水群飛終不可語也,wikisource_provisional,,
77,馴,Conformidad,1,初一,黃靈幽貞馴,黃靈幽貞順以正也,kanripo,,
77,馴,Conformidad,2,次二, 其膏女子之勞不靜亡命○, 膏之亡不能清淨也,kanripo,,□→ (Sima)
77,馴,Conformidad,3,次三,牝貞常慈衞其根,牝貞常慈不忘本也,kanripo,,
77,馴,Conformidad,4,次四,徇其勞不如五之豪,徇其勞伐善也,kanripo,,
77,馴,Conformidad,5,次五,靈囊大包其德珍黃,靈囊大包不敢自盛也,kanripo,,
77,馴,Conformidad,6,次六,囊失括泄珍器,囊失括臣口溢也,kanripo,,
77,馴,Conformidad,7,次七,方堅犯順利臣貞上陽信將復始之乎下,將造邪危作主也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
77,馴,Conformidad,8,次八,馴非其正不保厥命,馴非其正無所統一也,wikisource_provisional,,
77,馴,Conformidad,9,上九,馴義忘生賴於天貞,馴義忘生受命必也,wikisource_provisional,,
78,將,Al Borde,1,初一,將造邪元厲,將造邪危作主也,kanripo,,
78,將,Al Borde,2,次二,將無疵元睟,將無疵易爲後也,kanripo,,
78,將,Al Borde,3,次三,鑪鈞否利用止,鑪鈞否化内傷也,kanripo,,
78,將,Al Borde,4,次四,將飛得羽利以登于天,將飛得羽其輔彊也,kanripo,,
78,將,Al Borde,5,次五,大爵將飛拔其翮毛羽雖衆不得適,大雀拔翮不足頼也,kanripo,,
78,將,Al Borde,6,次六,日失烈烈君子將衰降,日失烈烈自光大也,kanripo,,
78,將,Al Borde,7,次七,趹舩跋車其害不遐,趹舩跋車不逺害也,kanripo,,
78,將,Al Borde,8,次八,小子在淵丈人播舩,丈人播舩濟溺丗也,kanripo,,
78,將,Al Borde,9,上九,紅𧖟縁于枯桑其繭不黃也,中堅剛終莫傾也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
79,難,Dificultades,1,初一,難我冥冥,難我冥冥見未形也,wikisource_provisional,,
79,難,Dificultades,2,次二,凍于冰漬狂馬揣木,狂馬揣木妄生也,wikisource_provisional,,
79,難,Dificultades,3,次三,中堅剛難于非常,中堅剛終莫傾也,kanripo,,
79,難,Dificultades,4,次四,卵破石，,卵破之毈小人難也,kanripo,,□→，(Sima)
79,難,Dificultades,5,次五,難無間雖大不勤,難無間中密塞也,kanripo,,
79,難,Dificultades,6,次六,大車川川上輆于山下觸于川,大車川川上下輆也,kanripo,,
79,難,Dificultades,7,次七,拔石䂦䂦力没以盡,拔石䂦䂦乗時也,kanripo,,
79,難,Dificultades,8,次八,觸石決木維折角,觸石決木非所治也,kanripo,,
79,難,Dificultades,9,上九,角解豸終以直其有施,恩勤有諸情也,kanripo,,
80,勤,Fatiga,1,初一,勤謀於心否貞,勤謀否貞中不正也,wikisource_provisional,,
80,勤,Fatiga,2,次二,勞有恩勤悾悾君子有中,勞有恩勤有諸情也,wikisource_provisional,,
80,勤,Fatiga,3,次三,羈角之吾其泣命也未得繈杖○,羈角之吾不得命也,kanripo,,
80,勤,Fatiga,4,次四,勤于力放倍忘食大人有克,勤力忘食大人德也,kanripo,,
80,勤,Fatiga,5,次五,往蹇蹇禍邇福逺,往之蹇蹇逺乎福也,kanripo,,
80,勤,Fatiga,6,次六,勤有成功幾于天,勤有成功天所來輔也,kanripo,,
80,勤,Fatiga,7,次七,勞牽不其鼻于尾弊,勞牽之弊其道逆也,kanripo,,
80,勤,Fatiga,8,次八,勞踖踖心爽蒙柴不却,勞踖踖躬殉國也也,kanripo,,
80,勤,Fatiga,9,上九,其勤其勤抱車入淵負舟上山,其勤其勤勞不得也,wikisource_provisional,,
81,養,Sustento / Crianza,1,初一,藏心於淵美厥靈根,藏心於淵神不外也,wikisource_provisional,,
81,養,Sustento / Crianza,2,次二,墨養邪元函否貞,墨養邪中心敗也,kanripo,,
81,養,Sustento / Crianza,3,次三,糞以肥丘育厥根荄,糞以肥丘中光大也,kanripo,,
81,養,Sustento / Crianza,4,次四,燕食扁扁其志頼也利用征賈○,燕食扁扁志在頼也,kanripo,,
81,養,Sustento / Crianza,5,次五,黃心在腹白骨生肉孚德不復,黃心在腹上得天也,kanripo,,
81,養,Sustento / Crianza,6,次六,次次一日三餼祇牛之兆肥不利,次次之餼肥無身也,kanripo,,
81,養,Sustento / Crianza,7,次七,小子牽象婦人徽猛君子養病,牽象養病不相因也,kanripo,,
81,養,Sustento / Crianza,8,次八,鯁不脫毒疾發鬼上壟,鯁疾之發歸于墳也,kanripo,,
81,養,Sustento / Crianza,9,上九,星如歳如復繼之初,星如歳如終始養也踦賛一凍登赤天晏入玄泉測曰凍登赤天隂作首也嬴賛二一虚一嬴踦竒所生測曰虚嬴踦踦禪無巳也太玄經卷第六,kanripo,,
